18356	268	16762
15553	109	46770
4342	276	33067
9597	195	11367
43479	268	6708
15991	230	17073
10360	230	42624
6328	244	37538
42599	268	16786
45523	268	19876
47867	268	1473
14088	268	31332
49939	230	18740
13895	230	4504
12664	244	45278
28963	230	21852
41158	102	3997
23634	140	21501
30545	268	9449
6345	230	5714
48035	257	10900
14895	230	1358
45372	26	18158
45334	230	155
35809	27	48777
7601	140	33399
26480	27	17420
34665	268	12181
5121	268	49906
47624	230	43944
9558	27	5164
10742	257	40235
49505	268	2270
29861	268	12471
3375	230	21948
22511	174	36290
22859	268	49584
20233	1	26758
12379	203	45082
26689	140	11367
23917	268	4823
44421	161	4282
16344	212	47985
15420	140	38154
1856	228	25350
40748	27	35849
24625	3	11872
16802	235	46160
42000	268	37630
10044	288	15211
23872	230	20502
15522	230	36496
48413	140	18617
21340	235	28439
23966	140	19424
21314	87	10275
9157	228	7469
41004	280	20306
30446	110	37465
49618	150	42135
18109	27	28942
35841	268	42471
10292	95	44495
42740	230	17764
21682	27	37049
20649	268	41787
583	140	40710
25307	228	748
16122	1	44802
13650	295	26594
37840	230	14372
30105	27	19814
9195	268	14306
10789	280	34076
44373	23	5829
1990	230	11367
12922	140	47744
31924	235	26606
5158	280	39451
8927	140	14300
28756	268	45401
36958	140	43098
20941	27	46709
19322	235	43026
45562	212	28405
30971	295	35060
24313	204	7957
12074	228	5468
47931	230	1299
26054	228	9880
48052	268	17664
6764	27	33648
5657	210	27456
13387	230	41901
15419	247	4291
31840	257	17593
40156	203	32507
31473	203	20875
12584	109	25604
38696	280	35927
3465	85	16911
31538	268	25604
4419	268	9562
47924	109	32481
22463	235	25771
48947	230	27179
8238	174	19346
14988	230	42994
39336	230	38154
41536	145	5694
43886	141	20183
3660	109	1245
1046	230	46545
46000	109	3995
42039	280	32024
7663	228	41813
922	230	48508
45509	268	45242
8698	247	31706
18218	230	19749
25436	295	19109
17258	228	46663
15223	268	27833
48129	230	20483
23187	140	20306
1577	268	48774
25340	257	41101
20539	150	19767
8880	276	37041
38816	230	143
30498	27	42077
29413	140	25792
35954	228	24258
27814	268	4398
49784	268	6476
21749	280	20596
36062	209	25926
42238	228	10357
23504	235	21209
21110	280	40865
13284	268	41787
46827	268	37500
13425	27	40486
27202	268	29440
2578	230	27913
48406	268	19982
24353	39	459
4138	140	42954
29629	268	44195
3568	268	9690
47176	75	39097
45486	298	1170
34737	27	17968
10830	268	37152
17486	247	37273
16285	140	37457
42193	268	14561
11570	268	48220
4790	268	29243
8870	268	36416
6191	230	861
21524	268	17005
38772	203	10217
20573	268	13477
5514	230	7921
40297	230	23710
8404	140	22033
39259	268	43543
6243	268	37500
32337	239	43837
37452	212	33713
29537	268	45569
37315	140	19668
42746	268	43008
20787	268	4398
37278	230	36754
45323	230	17073
1862	280	31408
28502	268	25938
8963	109	2104
15580	140	11676
45340	1	47604
45676	247	1633
42653	230	17764
34984	228	41317
36255	247	16025
13350	27	41473
32885	235	3313
37202	27	45278
29853	220	13733
35060	230	46176
19172	268	25938
1681	230	8300
43638	117	39996
29985	140	19424
11286	26	34702
8721	213	44696
15792	109	14983
13870	228	10357
30646	75	41045
15701	268	33125
30196	1	39460
20597	27	46531
29202	33	10635
37524	220	34137
32250	230	22880
28959	257	28776
16649	235	22065
3697	230	20483
17738	230	3881
18086	183	39029
22834	27	10690
7026	102	20919
43537	230	34337
44074	230	24470
42969	1	13746
4381	268	12471
10584	230	19806
9765	27	1043
40245	228	10984
47643	27	1396
950	125	48371
45580	230	46545
48023	27	1323
25312	268	10515
37248	268	37152
500	268	46996
24250	230	4458
809	230	18742
2594	268	16762
46380	230	42019
1755	210	37748
29465	27	15775
597	268	31424
36215	230	12578
801	27	35400
44151	230	40648
2054	212	19169
43700	230	19133
26349	75	45686
21303	27	30401
11882	268	39885
685	228	24150
20951	268	42040
48430	140	28827
9686	268	10305
3898	280	24702
16241	289	44370
47150	230	32024
49634	268	20621
3257	203	28678
2221	228	15985
41996	268	17642
15072	230	24084
10254	268	39877
5387	280	24702
5039	268	27490
13351	109	17414
43959	230	38924
