44447	59	13947
12397	154	18642
44261	80	17383
21528	172	5274
46090	113	10026
39310	22	31041
27103	74	24564
29563	125	41339
10112	51	23622
41746	125	2154
17611	205	39747
26516	187	22704
12591	172	47042
40031	30	45228
4404	172	34629
43649	154	34351
33008	172	31152
20190	189	38264
20902	53	15677
26873	23	34149
46708	58	15076
47840	150	47027
39907	172	35425
3072	115	21932
33406	160	9854
35661	58	29947
20122	172	15806
32724	67	27053
39844	197	46402
25013	172	33982
48562	53	49720
25100	30	48248
8538	72	36249
33155	172	23368
15099	110	298
31843	5	36865
43779	154	42576
48067	154	15094
2246	171	33892
17777	95	12444
34567	115	38852
32780	125	45179
37182	58	45988
19839	30	36690
17867	67	39772
9762	23	41234
47769	22	36831
13026	67	11371
38158	84	16477
30503	154	36649
37779	115	45483
39896	115	3562
24136	171	16142
27940	207	629
46395	172	36768
11660	30	24380
28397	57	30655
29719	172	44919
47357	79	35110
30087	115	23711
43436	76	8303
14201	172	4126
17586	172	34629
5265	30	41245
21510	207	10284
26513	172	5675
24653	172	43566
5868	80	4855
37473	53	36949
16689	58	35090
15953	53	28170
30231	23	21913
48738	53	35780
27085	172	25819
7696	127	43319
43112	0	48269
23763	154	17144
29195	58	29947
39504	181	33805
35368	172	38760
17720	172	38645
41627	72	22368
22112	72	17059
49812	198	20312
26998	57	36271
17971	23	4370
1516	172	33111
3352	53	34311
43794	15	16953
32242	57	33545
8224	92	3067
4450	86	19589
13743	172	48576
12139	160	46951
11537	72	26431
24680	57	10284
13864	172	8046
25508	171	26164
12912	172	5593
37118	5	22829
12843	160	9854
15456	62	29171
39193	115	25483
1565	58	15350
45722	7	14554
131	30	4784
40817	51	33892
42342	160	37538
17874	30	467
34914	154	33411
24945	115	24181
8419	172	40759
12192	30	24147
22620	125	48272
34307	160	37684
15864	154	22979
6249	58	48881
48208	5	21128
27318	110	28789
45429	58	43427
5767	67	22778
31338	172	9651
1843	62	30140
9785	57	36271
20706	154	7980
16612	172	15965
20532	91	31613
31619	199	37401
24737	171	23386
10293	160	9854
17103	67	10070
42612	172	25302
40136	57	20486
39748	115	36375
33049	112	17875
41637	7	11985
374	79	48838
3484	115	29478
42175	51	22704
6595	172	24427
1673	58	29947
46813	58	16613
1407	30	35164
788	89	6434
38867	172	40799
22426	172	3464
48767	172	7177
48775	51	23622
34527	172	44959
2421	154	28203
49914	115	9208
40457	74	4919
49436	95	45190
46654	172	8415
17166	72	4466
15258	211	7250
1860	115	16096
4720	22	21328
49360	171	29889
41174	112	38359
20122	172	15965
35936	172	38423
35315	171	39051
9409	53	22620
14403	67	4781
43764	30	23116
11186	51	23622
47707	154	16718
28186	172	47373
3288	52	1042
2580	53	41875
44616	171	34277
22466	5	38734
14914	115	37357
9980	59	6710
24222	172	42546
19113	172	42140
17150	171	17454
28224	172	24294
37894	172	32659
40460	58	29947
23908	172	2588
3903	172	37721
7988	86	39544
42395	172	3304
30307	112	32928
29758	30	6434
45486	7	24494
1136	172	15323
37573	115	30505
25185	172	180
15800	154	18262
33582	172	31724
15661	171	35987
47901	115	4110
43977	172	37721
768	169	9767
34807	154	12883
23442	172	25606
5134	189	11007
24328	62	16195
45198	172	37150
44662	0	26556
47333	178	7192
14389	171	5230
27334	115	27255
36348	72	21331
49636	172	20101
45330	171	30390
21883	172	539
17477	160	42435
7099	51	23622
7646	29	43643
47899	160	43377
23405	205	39747
26216	172	4051
37565	115	34051
9662	160	48188
9739	80	24667
44680	59	23817
1782	67	35012
35069	22	35307
31669	23	11965
3906	172	5758
31071	172	2883
22133	92	3067
37761	30	947
13440	5	26765
20437	197	16668
2712	160	37684
18009	23	48293
16346	57	4350
25521	160	17259
13823	58	46466
8722	91	20532
28398	198	20312
30360	89	27835
33130	172	31163
34393	57	36271
9192	197	17729
34163	112	47728
12059	171	31875
23024	172	42973
40237	23	48209
31361	79	21794
31042	57	27338
23989	91	43723
21602	57	36271
47380	67	14228
28617	181	9825
593	95	32337
48025	172	38804
2256	172	49332
43970	172	19321
18915	22	34667
45725	172	34222
16573	53	2140
38899	154	1594
42622	115	4227
13951	89	2651
32156	112	41018
30534	172	38916
41473	171	13701
49982	172	43016
6663	172	44584
21574	112	12668
10963	207	49456
38808	86	8303
23017	57	5129
45163	172	25458
41221	5	35223
3127	22	32175
4990	72	24513
9374	171	41875
10210	112	1544
25898	30	13166
7427	171	38850
7906	172	42894
24310	115	27841
13635	171	12522
6047	154	20922
27064	67	34129
46821	58	48881
11718	113	10026
24644	113	41831
21983	172	10331
5107	172	20605
32073	172	38077
38850	125	11165
39263	154	38300
35553	79	3499
47581	29	41957
46552	23	906
12484	115	41411
44999	23	20741
34020	115	49624
37500	150	21136
33963	22	11505
18448	207	11985
9591	197	5032
8767	154	27801
2221	127	38197
49666	126	32137
6541	172	29590
1416	115	33209
39839	30	48111
695	172	3506
17308	80	12299
49744	80	9963
7948	207	4350
38974	172	38274
42741	112	36418
1401	58	47792
43537	72	19735
19898	89	25679
43800	53	41875
30530	110	38335
2808	51	30272
12196	95	13909
2021	160	37684
21113	160	24258
2448	172	41535
22484	172	47676
43379	187	15552
14198	95	4180
19774	171	26445
43885	172	2259
24845	75	1998
48843	65	40356
41682	89	305
7421	30	29554
12266	23	13774
24235	199	11311
18563	110	38335
22314	22	34669
18296	172	28504
47139	91	13523
2910	89	11161
43900	53	25505
31910	95	41609
18261	172	42931
20053	181	13699
14311	160	48188
27895	172	36423
15863	172	17875
33138	113	19589
8044	51	28417
22737	181	24214
44751	23	34570
44863	172	5888
30777	5	3838
47194	172	15790
17920	115	39419
27232	112	19092
28742	181	38798
38293	80	45795
37095	23	42540
6127	197	8350
24597	89	4025
32037	154	17625
46302	172	8642
21781	171	31875
48085	172	5075
13136	80	18191
40847	172	849
18731	172	5406
15170	30	45976
126	172	25818
23622	200	44228
48309	5	41510
42674	172	36010
30408	30	20647
38359	58	1101
20777	75	43555
10562	171	26323
29605	172	3613
45047	58	22641
45350	207	30313
39015	67	2178
3199	172	36560
29539	72	9517
28467	160	46951
48335	92	8539
12774	172	20634
18046	30	47199
23855	154	40571
1665	171	39209
28317	172	42428
22575	72	21473
18441	29	29317
19506	172	3102
19379	113	41831
15907	172	31152
32234	59	26213
8937	171	5712
36398	75	16568
26281	171	30390
32751	125	25062
19006	79	9475
23941	197	13296
39053	112	21049
24229	5	45545
34493	91	18281
611	70	12809
18642	115	12397
16789	30	4374
21307	187	23622
28675	67	45500
35676	92	19670
5513	115	18011
27603	172	22434
41889	172	48076
30715	115	5544
42039	112	21049
14538	172	39890
46188	172	48963
26502	58	29947
24335	80	2827
9086	172	9967
8148	75	37256
37675	172	12914
39397	154	23425
22809	172	7615
15875	160	48188
46735	23	44595
1389	172	16122
21068	5	16864
24107	172	12431
12248	172	38426
11445	172	42005
2573	172	3925
5251	80	42102
24775	53	1892
22147	75	44564
13316	30	41623
4069	172	25409
37451	172	4422
9306	51	22704
41959	115	19224
9190	58	6048
30097	71	8750
12576	172	40682
44359	91	5734
35382	172	37589
27909	113	41831
41311	172	11868
18800	171	41875
34185	154	19491
2590	57	33545
10604	57	10284
14478	172	44124
9360	51	36477
19984	171	29671
13522	89	5837
24319	22	33192
32366	80	33605
47520	58	29947
24746	172	37740
25223	154	2478
8413	172	41490
19488	53	13941
14164	91	44748
6995	95	19509
33155	80	11705
19652	119	42593
40675	58	23639
13341	29	12174
41257	53	1707
48678	91	20624
47317	86	21135
39623	79	14511
30458	22	26320
32040	172	12300
40919	59	26213
21176	172	40759
26128	116	40842
20704	119	40756
10582	91	937
750	23	13038
4729	160	37684
5467	75	10937
44643	72	42436
43104	23	42471
38322	154	17363
17899	145	37400
20662	172	3015
24385	172	10617
35927	50	24602
11499	79	17162
42872	53	4690
21415	172	3443
28528	171	38335
26934	53	23622
20689	172	37393
44726	115	35505
33388	5	43526
8526	67	45545
16008	207	33740
32974	58	5378
25840	72	23005
42146	5	16261
23528	154	34878
30141	80	7977
6718	23	24352
25784	199	16638
14695	172	29265
27534	5	16147
16043	66	629
42770	70	46
8909	89	5361
45711	172	15717
4100	74	38740
18323	207	33740
13599	112	48859
28193	160	30232
8221	58	48998
47944	91	6802
14780	115	22711
35010	154	34797
37827	154	1658
20942	115	8930
28717	110	23622
14385	67	25209
9559	172	39591
18775	5	40508
9207	75	19987
27467	172	5274
13691	92	19670
20341	115	34963
47150	172	2903
40581	115	11741
48901	53	40431
7158	53	28297
9691	95	7543
4766	125	18431
6491	172	353
16774	171	36949
7567	172	443
3854	187	37015
25871	112	41018
45525	172	26941
7975	113	39544
17321	172	16474
35811	86	39544
46436	207	5129
35535	189	40687
17130	89	9132
39101	86	19589
4429	86	39544
33423	172	27994
43018	172	4805
25017	23	49553
47545	207	27338
41404	58	35837
37493	172	16825
40069	154	26803
32105	171	11812
12948	51	26323
1780	118	28914
20982	30	18467
48460	171	6068
28946	172	35182
10134	115	23129
13475	171	41875
13793	51	30272
342	172	49331
22338	172	18297
24565	172	25837
45741	157	35886
11022	172	26214
36041	198	20312
17439	45	36925
14351	5	41718
19726	30	11152
20289	45	36925
38962	113	39544
5470	115	286
23687	115	21074
48646	172	35586
42792	172	19321
38865	115	39748
15307	207	43665
34231	23	22541
29313	95	29395
19535	53	38525
10761	80	6542
30674	72	28335
4631	23	35959
7826	67	35995
2402	91	7848
1694	172	20836
8509	172	31743
22030	30	37396
47581	172	9891
33982	72	39894
41660	51	23622
19333	80	12668
13580	92	3067
27131	172	28566
26640	115	40314
42325	172	23671
31712	58	7103
8110	23	41316
29924	62	4185
20224	45	18767
24489	115	20901
38674	75	46350
2083	207	32443
12877	171	21436
42511	197	13296
40748	92	19670
24069	154	1445
16849	181	8861
5004	57	36271
41396	172	23329
29857	23	39270
24421	172	42005
10176	160	40851
39433	30	39165
20138	154	24851
33387	154	27619
12516	172	49204
47964	171	43643
42316	72	5081
41822	75	1716
40400	75	42316
32007	172	28656
966	172	8106
27952	172	12466
4363	115	46791
28664	72	48283
18804	125	31252
2624	58	899
9870	172	37232
35251	53	33892
25363	172	5716
32550	172	12170
36563	207	4350
33138	80	49366
16979	95	27377
11751	113	22529
48887	75	15476
48735	172	35586
15003	154	5875
23442	172	3517
47064	171	35795
31675	171	37164
44730	207	11985
48182	172	8672
44407	154	13186
22951	67	9813
8650	99	45849
5856	115	15718
32616	160	29755
41827	172	4140
19448	171	41491
16512	30	23919
3598	172	775
23981	172	23106
31499	172	6223
18896	154	48733
25755	72	20996
28498	72	38317
49077	172	45177
26090	62	8499
32674	139	24482
29418	162	42261
31805	89	26304
3119	171	49573
23700	23	6072
3927	207	30313
44562	112	17883
2357	58	49149
949	72	10036
1945	154	39613
34844	172	45773
43293	113	8950
36949	74	1879
40888	100	8634
23476	172	15390
39064	189	44564
45806	154	49811
28625	29	4350
16740	89	17467
32940	207	5129
41514	86	48934
29517	51	30272
32571	207	30313
15115	30	49165
31873	207	46728
29370	172	10827
7708	172	9565
28023	30	36235
16998	160	38826
682	172	16303
11445	23	29440
38933	172	25513
18643	171	11985
17261	207	39275
24544	53	15552
12172	172	22077
49547	172	17719
32700	58	29947
16159	53	27322
34739	5	11684
47781	58	7604
15235	171	23909
19615	115	36345
9337	112	25407
45060	74	33747
19886	119	4968
38790	160	37684
16204	53	27650
35288	172	10011
19514	155	33480
7782	171	40039
40467	91	2434
40571	30	42724
14539	171	23622
42567	30	17135
13276	172	727
19837	207	4350
46909	115	12913
43857	112	692
14065	154	44027
11685	172	6183
49245	112	27288
24224	172	5504
11406	172	49586
1197	86	19589
8039	172	3136
40235	172	14277
26628	20	28397
21943	172	5789
32651	154	241
15228	172	10617
11084	53	40039
8256	57	36271
41394	197	46402
39787	80	38396
16397	172	13471
14920	172	443
41310	57	33545
5673	58	29947
7156	80	44584
36326	23	10537
26008	172	3742
19717	53	47550
15859	207	4350
25671	53	13496
4918	58	43427
36495	154	25068
345	23	16364
18501	67	33935
15573	23	41018
3762	70	4252
998	172	10845
4894	172	6816
13197	89	18169
46624	23	22332
24047	53	22547
32985	160	42435
26965	154	21034
39413	22	11410
49689	23	18191
41345	50	2716
39200	125	49653
14045	154	14896
7652	95	28109
24634	189	47561
42734	30	14651
31233	154	33531
6995	95	4275
47639	80	20476
1703	172	44230
25560	160	37684
9674	112	835
34908	58	37769
32259	30	43623
11292	30	826
38377	171	33113
44914	172	10331
265	115	47166
1365	23	12511
24800	160	18424
19983	119	29947
6627	172	9971
13638	172	6693
30771	72	14482
11888	58	15764
25507	72	6111
19978	115	17826
3780	59	9749
35157	154	40751
43322	172	29498
13093	67	31757
10731	172	22607
2722	53	45503
30330	99	46420
1912	197	46402
34294	67	11826
31279	172	22555
1791	115	49221
24559	197	13296
36105	95	30399
18981	154	19734
38490	95	18216
42699	171	45060
4829	115	1331
40810	5	41766
38218	30	47434
36897	95	40388
49671	5	41667
11214	65	33892
24755	5	16700
46850	51	23622
47709	172	28884
38908	115	46710
4254	54	18930
37329	154	28333
43388	212	26410
29353	80	44079
34609	67	5185
758	23	4378
38108	79	16660
4555	160	46951
33694	80	8665
40143	154	34858
20832	172	24545
35600	75	41284
21776	207	10284
4209	189	18773
32533	112	5432
44885	162	8340
47727	154	24623
8800	80	45247
41571	5	48549
11075	160	37538
23221	172	32844
6647	113	38093
21791	5	34515
28970	80	14980
30129	125	13420
24477	58	48881
33382	110	38335
24199	172	23287
46182	172	19442
8306	115	35461
19438	113	23767
23142	92	19670
20782	92	46871
47556	112	3928
26499	75	29392
44346	160	15857
26330	160	37538
28921	115	7589
43090	5	14395
22961	67	41427
15898	172	5462
42393	171	47352
35513	58	29947
39998	154	11336
40593	23	42345
25116	172	2119
46975	207	4350
25760	154	10059
10481	22	11440
30354	207	4350
5332	51	7400
44929	89	11355
31875	74	47477
43779	160	48188
18472	89	17231
44567	154	35338
9665	115	23179
16699	207	36271
32016	80	5634
46771	207	5129
6799	197	16668
36844	189	12815
38280	172	45686
13982	171	7085
13136	110	41957
17076	172	19372
11592	172	10833
43024	160	37538
4010	172	658
37530	59	40022
43046	160	38002
19988	181	8861
6901	197	31927
10903	22	39093
47316	67	41408
15282	57	36271
329	172	27557
25383	172	45759
1615	172	31288
10067	171	49573
48101	89	1917
26792	58	46052
14344	95	40629
31435	70	39881
44410	79	25596
16985	207	4350
30142	172	45594
41936	172	31163
19918	173	7622
40041	22	2708
11778	172	41377
35793	171	19118
47895	91	10768
32343	72	14010
43762	198	20312
47230	99	32665
16364	53	9380
19341	172	29519
10248	172	20938
27237	207	4350
32558	80	38146
16005	30	40964
23230	29	43643
22727	171	5995
15103	30	6434
40647	207	7316
49316	171	41875
14118	30	15095
23440	115	10353
37513	80	44512
28189	154	9829
32452	160	37538
14640	70	31979
14146	53	24837
20606	127	46268
49276	172	8810
23261	154	34206
40911	207	14554
30852	115	48066
4001	112	19324
7095	189	25526
8182	110	45060
36662	57	39275
8309	172	4442
39645	154	18848
7043	95	12944
43804	125	18205
49731	79	18659
24106	172	31899
19983	58	28385
29878	160	33856
42031	172	33821
44336	125	20598
7824	171	14693
35581	112	33365
65	126	26048
49210	189	18773
14959	172	1311
19591	154	20100
37914	58	35090
41125	172	12738
31242	65	43938
13929	171	7085
22783	15	38560
13629	154	36616
12362	172	47676
37543	67	38243
460	154	26056
12780	181	13237
43206	160	37538
30092	80	30149
27787	172	180
15121	58	39624
11198	67	47100
46092	53	21958
43738	53	23622
3090	89	7642
22945	171	30390
48987	171	30587
11665	30	352
38765	172	13621
39980	172	38459
9739	172	20228
24004	160	38826
4563	23	26903
8377	95	16339
2227	89	9725
45107	30	40316
44188	5	25206
12138	160	24258
19371	22	11801
39374	75	41022
4053	22	41413
10986	75	40503
29776	125	26323
46118	62	24053
1807	160	38826
18652	171	30197
21862	5	422
48244	172	6733
18798	30	49165
15374	30	25345
9138	213	26064
7509	30	4979
31839	172	43861
40777	53	38335
13294	99	10254
38354	172	45594
6754	157	23330
26072	154	22548
21363	125	24301
6529	154	35224
35347	115	33913
32091	154	6423
5536	197	8350
24870	171	41875
41794	79	48527
32934	53	47473
33383	115	13028
1494	172	12170
30733	172	13957
1879	126	36949
35891	72	14924
40151	154	24785
11271	89	46954
44202	23	37121
46532	75	21761
11912	30	38302
26090	62	21834
43139	160	9854
43256	115	42219
30467	5	16516
4999	95	42463
12457	58	29947
26372	172	48834
21340	30	28956
398	125	22227
38323	23	16961
5332	51	30272
17261	116	10188
43777	22	9250
2909	189	6383
25160	172	48963
