9497	12752
2549	1739
6555	3994
12145	7646
6722	7217
6518	3973
1560	1057
23435	8628
2565	1734
926	6050
19964	12033
2091	1412
6747	4098
7069	15295
15545	9585
12251	7694
1438	976
1603	1100
18336	6239
9756	6040
25387	14840
3371	2239
14840	3440
2208	1470
15021	9234
2834	12052
15827	9654
4198	14436
23471	13806
17183	10410
12315	7743
3236	2158
24102	14081
17289	10481
2815	1873
6183	3777
5975	4057
14394	8725
9753	6478
1498	1026
1329	889
1756	1157
8547	7234
12003	7578
10165	6326
789	552
17848	13762
8469	5142
1940	1325
10333	6497
18287	10968
1610	1103
14368	8714
19256	11711
758	521
3734	2406
17514	10649
2883	1915
1284	827
22214	13279
19783	11917
19558	11799
782	539
22993	13552
2774	1835
1050	744
9260	5701
11512	7172
5430	3524
793	558
22208	13276
20819	12520
19192	12057
7398	4492
1012	703
941	658
19073	12047
18997	11422
2412	1622
13513	8322
19466	11676
17185	10411
7854	4758
4001	2577
19634	12558
6451	3924
21003	12622
2051	1394
21606	13007
2284	1529
17199	10417
22372	15105
11564	7195
13556	8359
6448	3922
1167	864
10202	6413
13722	8427
9545	5856
1957	1335
3623	2341
19632	11842
11991	7571
10999	6913
1127	782
22130	1520
4212	11800
15787	9683
541	401
7022	4274
18446	11039
13338	8255
24626	14345
19985	12040
9941	6171
13904	12727
1371	920
4055	2596
1640	1116
1305	860
7496	4575
1540	1049
1444	979
2335	1584
16801	10252
2293	1541
19257	11709
15339	9435
25295	14782
9864	6100
21757	13084
1543	1053
6662	4048
1587	1072
1761	1161
6503	3364
9100	5628
24684	14392
2996	1984
12955	8055
20908	12558
1029	716
4125	2635
4363	2933
2838	1891
1956	1334
1358	1022
684	490
18717	11262
19512	11775
2103	1421
1354	1018
10960	6925
9437	5807
21282	12796
2057	1397
2455	1643
16674	10165
15868	9724
2069	1407
15942	9838
19718	11862
10180	6336
6838	4162
12626	7896
14977	9182
15036	9279
1935	1288
17241	10447
10971	6883
9996	6211
2060	1398
24294	14158
18172	10905
25370	14828
2589	7882
25348	14814
25149	14680
6608	4029
18246	10952
15580	9607
2419	1624
6026	11264
8892	5492
3046	2022
24680	14385
18622	4381
18803	11279
5070	3327
25660	8652
2097	1417
5105	3368
5298	3456
1525	1041
4704	3063
11846	7508
3883	2504
940	657
7383	4479
19768	11895
2099	1418
7684	4680
12410	7798
1061	751
8134	4927
8736	5382
1367	914
4540	3020
10870	12567
12851	7995
10976	6888
19584	11815
3052	2029
11334	7099
20678	12414
12482	7830
12998	8070
24615	14329
2055	1396
18595	11179
831	4547
23087	13603
21293	12800
4668	3056
12924	8046
17477	10608
8661	5342
16707	10176
24463	14225
11722	7257
2904	1924
2406	1618
1292	829
6286	3813
2502	1699
2253	1511
20749	12452
2621	1758
16946	10289
18915	11350
1159	790
25137	14291
2571	12846
2813	2436
17716	14078
18672	11199
26088	15222
12463	7820
11530	7179
3730	11957
8374	5195
555	403
15314	9420
19117	11493
1356	1020
12855	8002
23571	13859
1463	992
6163	3761
2043	8754
1359	1007
5067	3325
2771	1753
11354	7104
3024	2005
24990	14573
13810	8446
24932	14796
8039	4865
24743	14435
12345	7759
2521	1705
13967	8500
12176	7658
2004	1353
2325	1572
858	598
9237	5693
2396	1612
1211	804
18713	11210
22330	13325
17434	10586
1889	1248
13050	8099
2885	1917
15185	9369
4394	2905
9614	5917
15577	9602
16026	9858
832	577
13913	12723
3000	1990
18581	11136
23493	13818
20457	12297
11787	7450
24699	14406
2532	1715
3431	2271
1350	900
24966	11470
12419	7302
1797	1202
1994	1370
17060	10345
6564	2279
770	527
16431	10017
25792	15073
4842	3152
9692	5993
21756	13082
891	634
3234	2156
7007	4271
3846	2472
10966	6880
19080	11471
9974	6195
14262	8666
959	669
1911	1258
4465	2983
2947	1950
2528	1711
18935	11368
2939	1943
3662	2363
2799	1860
11219	6992
2322	1566
17679	10728
1723	1136
6064	3550
17238	10444
695	498
19478	11724
22314	13315
13920	12736
8408	5121
7401	4493
7417	4510
10533	6638
19881	10151
2807	1870
14396	8726
9596	5881
9490	5858
7031	4278
19554	11798
14974	9177
24315	14171
18405	11022
1854	1228
3259	2174
17857	10949
17787	10764
667	475
8132	4936
856	596
2457	1652
1242	810
22441	13369
1263	819
8443	5005
6145	3750
17142	10402
21648	13021
12469	7824
25878	6851
2490	1689
9847	6088
21510	12971
20064	12080
8938	5515
2779	1840
14228	8632
776	542
21433	12905
17253	10456
3054	2031
626	450
12045	7594
14709	11271
5978	3715
2499	13760
6335	3843
1757	1158
9939	6169
3203	2131
22526	13398
22374	11290
18538	11103
3016	1995
12364	7770
14898	9146
25375	14834
8946	5542
18940	11376
7565	10620
15310	9419
881	611
2079	1410
1085	763
8518	5199
12849	7993
1755	1156
25776	4423
7298	4429
23137	13629
16121	9888
22487	2621
3222	2142
1915	1261
1365	910
12492	7834
1251	814
1291	984
15029	9274
25325	14797
7421	4514
24034	14051
22944	13386
22133	10944
6774	4202
18642	11189
13083	8125
21877	13125
15631	9631
7490	4376
691	10607
14698	8878
18689	11200
10602	6683
14155	8602
11333	7098
18279	10966
26078	15212
1712	1130
24338	482
24171	14117
21683	13041
17451	2226
18734	11226
10395	6542
944	660
3844	2470
688	495
6915	4224
15604	9617
1924	1294
18828	11313
717	506
22523	13396
2179	1459
2202	1463
6718	12835
15151	9347
3560	2313
3082	2058
19453	11803
3022	2002
786	541
1067	755
19217	11537
16667	10159
774	533
21284	4383
5439	3526
580	15391
2942	1945
23922	14008
25962	15172
19419	11607
14884	9138
16532	10086
23142	13632
2677	1790
25627	13111
4993	3252
22622	13436
22382	12842
26099	15311
7792	4725
22977	13548
13908	12729
11092	6948
808	561
903	637
17323	10514
578	415
2005	1354
18219	10924
1378	928
23891	13999
24274	14150
18862	11334
2297	1544
15674	9652
3875	2497
19155	11510
3268	2178
2132	11882
25846	15112
11703	7231
5287	3424
21286	12844
2558	1732
2536	1720
15231	9395
1026	712
2467	1648
7109	4330
2134	1435
2914	1934
1087	765
25445	14887
17635	10705
10469	6589
18715	8886
8819	5490
19524	11786
1194	798
18500	11071
8203	4954
18238	10932
24751	14446
6958	15267
6964	4253
23079	10152
19028	11448
15052	9310
24465	14227
7143	15328
22315	13316
9807	6066
629	421
4440	2967
1468	988
7237	4405
1071	725
18652	11194
13189	8171
19547	8761
5167	3269
12845	7984
1601	11646
2678	1790
8856	5468
20287	12189
19094	11483
16175	9909
18826	11311
1710	1129
8853	5467
1105	775
2518	1703
6864	4168
4095	2610
2282	1528
4347	2840
6729	13564
9751	6038
12846	7985
18943	11381
4832	5923
8739	5387
18978	11411
9036	4373
4108	2618
24084	14070
1922	1274
17862	10788
8356	5222
6148	3751
21669	13026
11274	7040
11674	7223
2228	1482
2998	1986
9606	5913
2732	11843
2279	1525
1355	1019
10525	6633
20197	12134
8723	5381
957	667
21755	13081
5649	3598
6030	11264
18040	10855
23106	13610
6100	3736
22907	13512
854	592
990	697
1925	1314
21149	12695
1366	912
15330	9425
24528	14276
1397	952
17051	10344
1754	1155
1389	939
1760	1160
6899	4206
10968	6882
18240	10933
15201	9384
7199	10263
4375	2890
10740	6766
25839	15108
25658	8649
18880	11342
25202	14447
23416	13777
2160	1442
7908	4781
15661	9648
9979	6200
24331	15342
2533	1717
1509	12560
2959	1959
14761	8906
802	559
22202	13270
5743	3628
9787	6251
24211	14130
22377	12841
1569	1064
7197	8614
1422	959
22640	13448
14910	9153
1981	1341
917	647
18127	10888
9370	5743
19258	11708
22049	13202
1282	825
2769	2428
7668	4672
2235	12845
12297	7731
25251	14736
10256	6444
15455	9538
11275	7043
6511	3968
13816	8447
621	447
2635	1762
2783	3139
1324	882
650	462
3332	2208
804	560
701	504
5940	3698
1573	1066
8372	5203
8988	5874
2458	1653
10512	6623
7752	4702
7023	3546
8486	5165
2454	1641
8935	5513
982	692
5111	3375
1784	1178
4542	3021
952	662
25181	1967
2029	1388
859	599
4160	2665
7158	4355
2717	1814
24340	14175
9266	5703
1740	1147
14521	8786
816	567
18700	11205
8957	5551
15472	10577
12309	7741
12993	8068
609	443
1380	931
21476	12946
15007	9252
1846	1224
14021	8529
1381	919
9540	5854
14144	8596
8294	5016
22924	13519
15861	9729
22535	6817
21908	13143
15010	9302
7550	4630
10036	6230
2814	2433
22206	13274
22032	13193
17707	10733
4883	3192
18027	10852
1917	1268
14792	8922
4208	2702
4172	2689
22942	13531
22392	12558
24629	14351
10704	6816
1715	1132
1272	1038
13305	8238
25083	14265
15564	9594
2050	1393
10381	6533
14349	8708
12870	8024
23302	13715
12142	7644
8182	4550
1285	839
11517	7174
22638	13447
20587	12362
1862	1233
18320	3446
5027	3265
12238	7680
8274	4990
19382	11623
9045	988
25661	8654
24574	14310
5196	3289
2970	1965
25596	14976
22163	13247
8645	5330
830	15228
2461	1674
18666	11785
1718	1186
16737	10236
19017	11439
9667	5966
1571	1065
759	522
19425	11636
1629	1113
9472	5813
19871	11931
19323	11572
2822	1882
1255	848
3386	2252
9034	3755
2762	1830
13932	12743
25533	14935
6413	3897
9161	5647
6524	3979
10707	6751
2278	1524
745	573
15919	9750
10493	6607
26065	15208
13377	8517
24943	14893
1492	897
15872	9703
11514	7173
9958	6180
2928	1937
2591	1742
17821	10772
15930	9814
557	649
20195	12132
8940	5516
13020	10131
11272	7034
21884	13621
1348	1012
19601	11827
730	508
12770	7938
23096	13605
9041	3696
1169	791
11032	6926
13919	12735
12447	7808
779	537
24167	14118
7466	4556
20911	12576
23488	13899
19447	11657
15057	9318
874	605
25677	15027
1062	752
11185	6979
18231	10927
1985	1366
22068	13207
20042	12074
13914	6930
17711	10734
17002	10316
1070	756
5542	3568
7264	15331
9775	6053
7437	4529
26101	15323
1100	769
2169	1449
12771	7939
8002	4828
26034	15199
20170	12121
17436	10465
19572	11808
21913	11281
9815	6071
1121	780
10549	6647
7999	10621
25215	14710
1054	726
1716	1133
22387	13348
2077	1427
16620	10669
18611	11166
18316	10979
16180	9917
5063	11257
17870	10951
21742	13071
8142	4930
1326	883
552	1725
14810	8929
9336	5731
21529	12978
22369	11288
25185	12173
12277	7718
10881	7088
25434	14874
1815	1216
10873	6826
3505	2297
14028	8539
10834	6805
21888	13134
25402	14844
5964	3710
1491	1010
2367	1601
7222	1238
10139	6312
18651	11192
22516	12319
14075	8546
24585	14538
2715	1810
23639	13889
2603	1750
2343	1588
13186	8169
20095	12093
20910	12575
21227	12756
12777	7941
6711	1966
25239	14724
24270	14148
1562	1059
14900	9150
4958	3227
24644	14366
22164	13248
15918	9749
20447	12290
16691	10171
2605	1752
23173	13654
21704	13049
17815	10770
25973	15216
7880	4768
16149	9900
22477	10631
4642	3047
14371	8845
21639	13017
22992	13553
18556	11117
2102	1420
14514	8862
22887	13504
2316	1563
10223	6423
561	409
17843	10782
1429	963
22562	13407
8707	5371
15575	9601
6556	3997
948	661
1934	1292
2692	1794
9660	5956
16537	10088
17284	10476
2800	1861
24381	14186
5165	3410
11107	6952
12073	7609
15141	9339
846	586
1360	902
1600	1098
7877	4766
1308	862
17112	10370
17901	10831
19176	6841
655	464
8608	5290
24201	14127
17332	10521
25362	14823
9091	5621
22617	13432
827	568
9834	6082
638	458
16073	10656
10855	6828
2100	1424
658	466
17584	10680
7881	4770
12466	7822
12907	8041
6571	4004
4633	3044
11769	7406
1303	855
1209	802
23245	13691
3051	2028
894	624
22485	1693
22746	13467
2347	1591
1262	818
1357	1021
2912	1932
1420	957
18170	10902
23357	13066
9228	5921
2195	1462
1024	710
17414	10564
725	507
3721	2396
3874	2493
21576	12991
2613	1756
8128	4917
8423	5123
23276	13703
23052	13587
1919	1274
14715	8881
23060	13590
4218	7216
11702	7231
26094	15236
893	622
11392	7124
11047	11294
11582	7205
15407	9505
15873	9731
3379	2241
11753	7382
24305	14164
12425	7312
9628	5927
2093	1414
8436	14165
21680	13040
19482	11733
3350	2223
24483	14237
1095	767
2109	1425
890	633
17453	10595
5642	3594
11151	6966
9809	6069
6156	3759
1044	742
13243	8209
21531	12979
2969	1964
2296	1543
3616	4374
4202	10612
675	484
2850	1901
919	648
5962	3708
25431	14872
1790	1195
1907	1256
2505	4375
2013	1383
19900	11959
687	494
986	695
5959	3705
2849	1900
14369	11844
2988	1979
3050	2027
4344	2837
19196	11529
734	514
11022	11301
21133	12681
15579	9604
23316	4214
15405	9500
17034	10334
3627	2342
1589	1075
2465	1676
2851	1902
18800	11248
23424	13781
16482	10050
11955	8162
2466	1679
18707	11208
2710	1801
24152	14101
2966	1961
25443	14884
2526	1710
17482	13625
1391	941
17141	10401
3028	2012
6833	4155
20694	12424
1927	1302
25665	15017
1031	717
1599	1096
11695	7229
23523	13841
16206	9926
24356	14055
25631	14995
2784	5925
23968	14021
7048	4292
23343	13739
25556	14945
22165	13249
7585	5105
11807	7491
6377	3869
12171	7656
900	635
1102	729
20809	12513
1090	766
2865	1909
12582	7874
23182	13713
7028	12558
16904	10353
15370	9481
11721	7255
1778	1169
1477	11954
768	549
13591	8385
1361	903
16421	10001
6302	3819
1312	1037
8541	4867
10031	6228
2832	1890
2153	7990
7556	4626
1063	753
12475	7827
3183	2122
2852	1903
23077	13292
1506	6822
8708	5372
2340	1545
1375	922
25760	6780
849	588
1293	830
1281	856
1747	1153
4833	10613
14122	8545
20724	12435
15020	9232
15923	9753
24260	14142
10879	12566
21492	12963
1851	1226
14240	11299
16391	9986
1028	715
20448	12275
2259	1514
1073	727
21818	13105
4319	2816
1900	1250
9942	6172
23429	2350
13682	8417
2837	2130
21584	12996
14068	3429
962	680
1857	1229
9486	5797
12350	7762
6181	3775
7666	4670
19484	11736
13419	8284
13462	8300
9947	12036
22763	13472
12862	8017
23399	13768
26011	15193
8901	5496
16871	10262
10062	8627
24695	14405
14425	8715
13916	12734
18787	11242
9088	5620
9980	6201
1351	901
2104	1423
1022	709
25941	15159
14223	8629
13909	12730
2219	1471
16580	10111
2866	1910
2312	1559
15856	9691
1888	1247
2452	5146
10978	6905
1403	946
11554	7186
2033	1389
3537	2301
8953	5526
22538	4553
8244	4893
24813	14483
15544	9584
2420	1625
24371	14182
4150	2659
1616	1108
1585	1071
1433	968
3378	2247
15363	9447
1278	824
9452	5805
24633	14354
12077	7613
612	420
8912	5502
1472	998
22726	15345
6285	3810
4474	2989
19594	11890
16430	10015
19000	11427
2496	1692
1043	739
1490	1008
20886	12543
732	511
1692	1211
4998	3255
24397	14196
20773	12441
7503	4584
12281	7719
6019	4062
6735	4089
10110	6279
1006	701
24679	14384
2409	1620
13469	8304
1497	1025
1961	1337
2805	1868
1328	888
21746	13072
13420	8285
3348	2222
4335	2826
3652	2360
2803	1774
26090	15223
18504	11081
1101	772
21996	13626
2307	1555
11168	6973
11762	7394
21470	12942
9758	6485
642	460
23151	13640
4315	2809
23730	13937
25610	14984
13925	13143
24325	12748
1045	741
7020	4273
769	525
4152	2661
14944	9163
1398	949
2643	1765
18992	11417
14749	8899
2873	1912
19106	11489
6828	4141
24656	14377
2568	1736
10872	6824
21883	13620
5770	3638
19186	11521
10075	6250
9733	6024
21067	12654
6882	4187
1861	1231
8989	5872
22869	13499
15721	9675
14973	9199
2156	12116
17535	10655
2623	1759
16578	10110
12585	7358
24889	14531
22415	13359
2245	1503
18482	11062
11774	7421
21201	12753
23082	13600
7044	4290
3363	2232
8982	5614
3049	2026
1171	879
12027	7590
17315	10503
17262	10455
7990	4821
4089	2805
589	427
678	486
3833	8751
13609	8391
5836	3666
1566	1062
2723	1818
23044	13567
4990	3251
26097	15251
4170	15265
12427	7321
2853	1906
8643	5327
7813	4740
9966	6184
8375	5205
965	684
23412	13776
5096	3292
10967	6881
19806	11911
5157	2931
25271	14758
8105	5044
16657	5799
956	665
1876	1236
17988	10838
8962	5562
1156	788
883	612
25626	11916
8291	5011
966	686
22389	13351
15974	9846
10102	6271
6400	3877
2504	1700
17827	10776
3795	2447
19761	11886
8843	5456
1363	907
10430	6564
25713	12157
24172	14029
1400	945
2747	1826
18502	11077
1646	1117
9223	5684
3272	2181
16504	10062
13558	8361
6643	6818
17088	10357
11186	6980
