83	284
84	284
85	284
123	348
151	371
152	371
153	371
154	371
155	371
156	371
172	381
173	381
174	381
175	381
176	381
177	381
178	381
179	381
222	465
355	508
356	508
379	515
380	515
381	515
382	515
383	515
384	515
385	515
386	515
387	515
388	515
389	515
390	515
391	515
392	515
393	515
394	515
395	515
396	515
397	515
398	515
399	515
400	515
401	515
402	515
403	515
404	515
405	515
406	515
407	515
408	515
409	515
410	515
411	515
412	515
413	515
431	530
439	531
441	533
442	533
454	568
455	574
456	574
468	585
512	590
516	591
517	591
518	592
534	605
536	608
551	623
552	623
594	664
596	666
605	672
607	678
608	678
609	686
616	713
630	718
642	729
658	742
659	742
660	742
693	766
694	766
695	766
697	770
698	770
706	775
707	775
708	775
709	775
710	775
711	775
712	775
713	775
714	775
715	775
716	803
731	846
740	858
741	858
742	858
743	858
744	858
748	896
749	896
750	896
757	953
758	953
759	955
760	960
761	960
762	960
780	979
781	979
810	995
818	1006
826	1012
838	1025
863	1045
864	1045
865	1045
866	1045
867	1045
868	1045
869	1045
870	1045
871	1045
872	1045
873	1045
874	1045
875	1045
876	1045
877	1045
878	1045
879	1045
880	1045
881	1045
882	1045
883	1045
884	1045
885	1045
886	1045
887	1045
888	1045
889	1045
890	1045
891	1045
892	1045
893	1045
894	1045
895	1045
896	1045
897	1045
898	1053
906	1067
911	1071
937	1086
986	1168
987	1168
988	1168
994	1172
998	1177
999	1179
1000	1179
1002	1187
1013	1189
1018	1192
1024	1202
1025	1202
1026	1202
1027	1202
1028	1202
1029	1202
1032	1209
1033	1209
1034	1209
1035	1209
1036	1209
1037	1209
1038	1209
1039	1209
1040	1209
1053	1243
1056	1246
1057	1246
1058	1246
1059	1246
1060	1246
1061	1246
1062	1246
1063	1246
1064	1246
1065	1246
1066	1246
1067	1246
1068	1246
1069	1246
1070	1246
1071	1246
1072	1246
1073	1246
1078	1260
1086	1264
1092	1294
1118	1321
1119	1325
1128	1351
1134	1360
1135	1360
1139	1363
1145	1370
1146	1371
1147	1371
1148	1371
1149	1371
1150	1371
1151	1371
1152	1371
1155	1375
1156	1375
1163	1385
1164	1385
1166	1387
1172	1396
1201	1418
1202	1418
1203	1418
1204	1418
1205	1418
1206	1418
1207	1418
1208	1418
1209	1418
1210	1418
1211	1418
1212	1418
1213	1418
1214	1418
1218	1455
1222	1464
1266	1483
1286	1493
1287	1494
1288	1494
1292	1498
1293	1498
1294	1498
1295	1498
1296	1498
1297	1498
1321	1514
1322	1514
1323	1515
1327	1516
1328	1517
1329	1517
1334	1533
1335	1547
1341	1551
1342	1551
1343	1551
1344	1551
1345	1552
1346	1552
1347	1552
1348	1552
1349	1552
1350	1552
1351	1552
1352	1552
1353	1552
1354	1552
1355	1552
1356	1555
1357	1556
1358	1556
1359	1558
1363	1564
1366	1565
1367	1566
1368	1568
1374	1574
1375	1574
1376	1574
1377	1574
1384	1583
1386	1585
1404	1599
1405	1599
1406	1606
1434	1646
1451	1650
1452	1655
1454	1657
1455	1660
1456	1660
1460	1665
1461	1665
1475	1677
1476	1677
1477	1677
1478	1677
1479	1677
1492	1687
1493	1689
1494	1690
1495	1691
1498	1695
1501	1699
1504	1704
1505	1705
1506	1705
1507	1705
1508	1705
1510	1710
1512	1712
1520	1717
1521	1717
1523	1719
1524	1719
1525	1719
1526	1723
1541	1734
1542	1735
1543	1736
1549	1741
1550	1743
1561	1750
1584	1755
1587	1757
1593	1760
1594	1761
1621	1774
1622	1777
1625	1778
1635	1782
1636	1782
1640	1783
1644	1785
1645	1785
1646	1786
1647	1789
1648	1789
1649	1792
1650	1797
1656	1800
1689	1832
1699	1867
1700	1868
1701	1868
1705	1871
1706	1871
1707	1871
1708	1872
1709	1872
1710	1874
1711	1875
1764	1946
1765	1949
1817	2005
1828	2007
1829	2008
1830	2008
1831	2008
1836	2019
1837	2019
1838	2019
1839	2019
1840	2019
1841	2019
1842	2019
1843	2019
1845	2025
1846	2025
1847	2027
1848	2027
1867	2036
1886	2041
1887	2041
1888	2041
1929	2093
1935	2101
1939	2103
1940	2109
1942	2110
1943	2111
1944	2111
1946	2112
1947	2112
1952	2120
1956	2124
1963	2127
1969	2144
1972	2149
1973	2149
1974	2149
1975	2149
1976	2149
1977	2149
1978	2149
1979	2149
1980	2149
1981	2149
1982	2149
1984	2152
1987	2157
1990	2165
1991	2167
2001	2169
2015	2177
2016	2177
2017	2177
2028	2180
2033	2191
2036	2193
2037	2197
2041	2200
2042	2200
2043	2200
2046	2208
2056	2212
2057	2214
2067	2221
2068	2222
2069	2222
2075	2229
2076	2229
2077	2229
2078	2229
2079	2229
2080	2229
2081	2229
2082	2229
2083	2229
2084	2229
2085	2229
2086	2229
2087	2229
2088	2229
2089	2229
2090	2229
2091	2229
2092	2229
2093	2229
2094	2229
2095	2229
2099	2251
2106	2256
2107	2256
2108	2256
2110	2259
2111	2259
2112	2260
2113	2260
2114	2260
2115	2260
2116	2262
2117	2262
2118	2262
2119	2262
2120	2262
2121	2262
2122	2262
2123	2262
2124	2262
2125	2262
2126	2262
2127	2262
2129	2280
2130	2281
2131	2281
2132	2281
2133	2281
2134	2283
2135	2284
2145	2287
2152	2294
2153	2294
2154	2294
2155	2294
2181	2301
2187	2310
2203	2318
2206	2320
2210	2324
2224	2337
2225	2338
2226	2338
2234	2345
2235	2345
2244	2349
2246	2350
2247	2350
2256	2356
2257	2356
2258	2356
2259	2356
2261	2358
2262	2358
2282	2387
2293	2400
2294	2400
2299	2401
2301	2406
2304	2407
2305	2407
2308	2411
2315	2413
2316	2413
2317	2413
2318	2415
2319	2415
2320	2415
2321	2415
2322	2415
2323	2415
2324	2415
2325	2415
2326	2415
2327	2415
2328	2415
2329	2415
2330	2415
2331	2415
2332	2415
2333	2415
2334	2415
2338	2418
2344	2427
2346	2429
2347	2429
2348	2429
2349	2430
2358	2433
2359	2433
2361	2441
2365	2445
2366	2445
2381	2451
2386	2454
2387	2454
2388	2454
2389	2454
2390	2454
2391	2454
2392	2454
2397	2460
2398	2462
2399	2462
2400	2462
2401	2462
2402	2462
2403	2462
2404	2462
2413	2478
2422	2483
2428	2487
2429	2487
2430	2487
2434	2488
2435	2488
2436	2489
2452	2519
2453	2519
2454	2519
2499	2561
2507	2563
2508	2563
2509	2563
2526	2584
2527	2585
2533	2589
2534	2589
2535	2589
2536	2589
2537	2589
2539	2600
2557	2608
2558	2608
2571	2617
2608	2651
2615	2657
2617	2659
2621	2665
2628	2674
2629	2674
2630	2674
2631	2674
2632	2674
2633	2674
2634	2674
2635	2674
2636	2674
2637	2674
2638	2674
2639	2674
2640	2674
2641	2674
2642	2674
2643	2674
2644	2674
2645	2674
2646	2674
2647	2674
2648	2674
2649	2674
2650	2674
2651	2674
2652	2674
2671	2785
2672	2785
2673	2785
2674	2785
2675	2785
2677	2791
